"workerid","domain","condition","item","lowers","uppers","responses"
"254","height","prior","tree",70,75,0.32
"254","height","prior","tree",75,80,0.32
"254","height","prior","tree",80,85,0.22
"254","height","prior","tree",85,90,0.17
"254","height","prior","tree",90,95,0.13
"254","height","prior","tree",95,NA,0.09
"255","price","posterior","coffee maker",0,4,0.02
"255","price","posterior","coffee maker",4,8,0.02
"255","price","posterior","coffee maker",8,12,0.01
"255","price","posterior","coffee maker",12,16,0.05
"255","price","posterior","coffee maker",16,20,0.06
"255","price","posterior","coffee maker",20,24,0.05
"255","price","posterior","coffee maker",24,28,0.05
"255","price","posterior","coffee maker",28,32,0.03
"255","price","posterior","coffee maker",32,36,0.04
"255","price","posterior","coffee maker",36,40,0.02
"255","price","posterior","coffee maker",40,44,0.01
"255","price","posterior","coffee maker",44,48,0.01
"255","price","posterior","coffee maker",48,52,0.01
"255","price","posterior","coffee maker",52,56,0.05
"255","price","posterior","coffee maker",56,60,0.03
"255","price","posterior","coffee maker",60,64,0.03
"255","price","posterior","coffee maker",64,68,0.02
"255","price","posterior","coffee maker",68,72,0.72
"255","price","posterior","coffee maker",72,76,0.96
"255","price","posterior","coffee maker",76,80,0.95
"255","price","posterior","coffee maker",80,84,0.71
"255","price","posterior","coffee maker",84,88,0.77
"255","price","posterior","coffee maker",88,92,0.8
"255","price","posterior","coffee maker",92,96,0.81
"255","price","posterior","coffee maker",96,100,0.81
"255","price","posterior","coffee maker",100,104,0.78
"255","price","posterior","coffee maker",104,108,0.75
"255","price","posterior","coffee maker",108,112,0.79
"255","price","posterior","coffee maker",112,116,0.78
"255","price","posterior","coffee maker",116,120,0.83
"255","price","posterior","coffee maker",120,124,0.04
"255","price","posterior","coffee maker",124,128,0.01
"255","price","posterior","coffee maker",128,132,0.02
"255","price","posterior","coffee maker",132,136,0.05
"255","price","posterior","coffee maker",136,140,0.04
"255","price","posterior","coffee maker",140,144,0.01
"255","price","posterior","coffee maker",144,148,0.04
"255","price","posterior","coffee maker",148,152,0.04
"255","price","posterior","coffee maker",152,156,0.05
"255","price","posterior","coffee maker",156,160,0.04
"255","price","posterior","coffee maker",160,164,0.07
"255","price","posterior","coffee maker",164,168,0
"255","price","posterior","coffee maker",168,172,0.02
"255","price","posterior","coffee maker",172,176,0.01
"255","price","posterior","coffee maker",176,180,0.01
"255","price","posterior","coffee maker",180,184,0.06
"255","price","posterior","coffee maker",184,188,0.03
"255","price","posterior","coffee maker",188,192,0
"255","price","posterior","coffee maker",192,196,0.07
"255","price","posterior","coffee maker",196,200,0.03
"255","price","posterior","coffee maker",200,204,0.05
"255","price","posterior","coffee maker",204,208,0.03
"255","price","posterior","coffee maker",208,212,0.02
"255","price","posterior","coffee maker",212,216,0.01
"255","price","posterior","coffee maker",216,220,0.06
"255","price","posterior","coffee maker",220,224,0.04
"255","price","posterior","coffee maker",224,228,0.05
"255","price","posterior","coffee maker",228,232,0.04
"255","price","posterior","coffee maker",232,236,0.04
"255","price","posterior","coffee maker",236,240,0.03
"255","price","posterior","coffee maker",240,244,0.05
"255","price","posterior","coffee maker",244,248,0.04
"255","price","posterior","coffee maker",248,252,0.06
"255","price","posterior","coffee maker",252,256,0.05
"255","price","posterior","coffee maker",256,260,0.02
"255","price","posterior","coffee maker",260,264,0.03
"255","price","posterior","coffee maker",264,268,0.03
"255","price","posterior","coffee maker",268,NA,0.03
"256","height","posterior","tree",0,5,0.24
"256","height","posterior","tree",5,10,0.71
"256","height","posterior","tree",10,15,0.9
"256","height","posterior","tree",15,20,0.95
"256","height","posterior","tree",20,25,0.95
"256","height","posterior","tree",25,30,0.94
"256","height","posterior","tree",30,35,0.73
"256","height","posterior","tree",35,40,0.35
"256","height","posterior","tree",40,45,0.16
"256","height","posterior","tree",45,50,0.08
"256","height","posterior","tree",50,55,0.05
"256","height","posterior","tree",55,60,0.07
"256","height","posterior","tree",60,65,0.06
"256","height","posterior","tree",65,70,0.05
"256","height","posterior","tree",70,75,0.03
"256","height","posterior","tree",75,80,0
"256","height","posterior","tree",80,85,0
"256","height","posterior","tree",85,90,0
"256","height","posterior","tree",90,95,0.01
"256","height","posterior","tree",95,NA,0
"257","height","posterior","mountain",0,1000,0.13
"257","height","posterior","mountain",1000,2000,0.31
"257","height","posterior","mountain",2000,3000,0.38
"257","height","posterior","mountain",3000,4000,0.5
"257","height","posterior","mountain",4000,5000,0.5
"257","height","posterior","mountain",5000,6000,0.5
"257","height","posterior","mountain",6000,7000,0.5
"257","height","posterior","mountain",7000,8000,0.49
"257","height","posterior","mountain",8000,9000,0.49
"257","height","posterior","mountain",9000,10000,0.61
"257","height","posterior","mountain",10000,11000,0.66
"257","height","posterior","mountain",11000,12000,0.66
"257","height","posterior","mountain",12000,13000,0.63
"257","height","posterior","mountain",13000,14000,0.61
"257","height","posterior","mountain",14000,15000,0.61
"257","height","posterior","mountain",15000,16000,0.57
"257","height","posterior","mountain",16000,17000,0.5
"257","height","posterior","mountain",17000,18000,0.43
"257","height","posterior","mountain",18000,19000,0.38
"257","height","posterior","mountain",19000,NA,0.38
"258","height","posterior","mountain",0,1000,0.5
"258","height","posterior","mountain",1000,2000,0.77
"258","height","posterior","mountain",2000,3000,0.77
"258","height","posterior","mountain",3000,4000,0.77
"258","height","posterior","mountain",4000,5000,0.79
"258","height","posterior","mountain",5000,6000,0.88
"258","height","posterior","mountain",6000,7000,0.89
"258","height","posterior","mountain",7000,8000,0.92
"258","height","posterior","mountain",8000,9000,0.88
"258","height","posterior","mountain",9000,10000,0.25
"258","height","posterior","mountain",10000,11000,0
"258","height","posterior","mountain",11000,12000,0
"258","height","posterior","mountain",12000,13000,0
"258","height","posterior","mountain",13000,14000,0
"258","height","posterior","mountain",14000,15000,0
"258","height","posterior","mountain",15000,16000,0
"258","height","posterior","mountain",16000,17000,0
"258","height","posterior","mountain",17000,18000,0
"258","height","posterior","mountain",18000,19000,0
"258","height","posterior","mountain",19000,NA,0.01
"259","height","prior","mountain",0,1000,0.19
"259","height","prior","mountain",1000,2000,0.32
"259","height","prior","mountain",2000,3000,0.37
"259","height","prior","mountain",3000,4000,0.38
"259","height","prior","mountain",4000,5000,0.43
"259","height","prior","mountain",5000,6000,0.54
"259","height","prior","mountain",6000,7000,0.56
"259","height","prior","mountain",7000,8000,0.64
"259","height","prior","mountain",8000,9000,0.68
"259","height","prior","mountain",9000,10000,0.67
"259","height","prior","mountain",10000,11000,0.75
"259","height","prior","mountain",11000,12000,0.77
"259","height","prior","mountain",12000,13000,0.79
"259","height","prior","mountain",13000,14000,0.81
"259","height","prior","mountain",14000,15000,0.81
"259","height","prior","mountain",15000,16000,0.84
"259","height","prior","mountain",16000,17000,0.83
"259","height","prior","mountain",17000,18000,0.74
"259","height","prior","mountain",18000,19000,0.73
"259","height","prior","mountain",19000,NA,0.65
"260","price","prior","laptop",0,50,0
"260","price","prior","laptop",50,100,0
"260","price","prior","laptop",100,150,0
"260","price","prior","laptop",150,200,0
"260","price","prior","laptop",200,250,0.23
"260","price","prior","laptop",250,300,0.25
"260","price","prior","laptop",300,350,0.24
"260","price","prior","laptop",350,400,0.25
"260","price","prior","laptop",400,450,0.26
"260","price","prior","laptop",450,500,0.27
"260","price","prior","laptop",500,550,0.26
"260","price","prior","laptop",550,600,0.26
"260","price","prior","laptop",600,650,0.26
"260","price","prior","laptop",650,700,0.27
"260","price","prior","laptop",700,750,0.15
"260","price","prior","laptop",750,800,0.15
"260","price","prior","laptop",800,850,0.15
"260","price","prior","laptop",850,900,0.15
"260","price","prior","laptop",900,950,0.16
"260","price","prior","laptop",950,1000,0.18
"260","price","prior","laptop",1000,1050,0.15
"260","price","prior","laptop",1050,1100,0.16
"260","price","prior","laptop",1100,1150,0.16
"260","price","prior","laptop",1150,1200,0.15
"260","price","prior","laptop",1200,1250,0.14
"260","price","prior","laptop",1250,1300,0.12
"260","price","prior","laptop",1300,1350,0.1
"260","price","prior","laptop",1350,1400,0.09
"260","price","prior","laptop",1400,1450,0.06
"260","price","prior","laptop",1450,1500,0.05
"260","price","prior","laptop",1500,1550,0
"260","price","prior","laptop",1550,1600,0
"260","price","prior","laptop",1600,1650,0
"260","price","prior","laptop",1650,1700,0
"260","price","prior","laptop",1700,1750,0
"260","price","prior","laptop",1750,1800,0
"260","price","prior","laptop",1800,1850,0
"260","price","prior","laptop",1850,1900,0
"260","price","prior","laptop",1900,1950,0
"260","price","prior","laptop",1950,2000,0
"260","price","prior","laptop",2000,2050,0
"260","price","prior","laptop",2050,2100,0
"260","price","prior","laptop",2100,2150,0
"260","price","prior","laptop",2150,2200,0
"260","price","prior","laptop",2200,2250,0
"260","price","prior","laptop",2250,2300,0
"260","price","prior","laptop",2300,2350,0
"260","price","prior","laptop",2350,2400,0
"260","price","prior","laptop",2400,2450,0
"260","price","prior","laptop",2450,NA,0
"261","height","posterior","mountain",0,1000,0.24
"261","height","posterior","mountain",1000,2000,0.48
"261","height","posterior","mountain",2000,3000,0.64
"261","height","posterior","mountain",3000,4000,0.7
"261","height","posterior","mountain",4000,5000,0.74
"261","height","posterior","mountain",5000,6000,0.82
"261","height","posterior","mountain",6000,7000,0.89
"261","height","posterior","mountain",7000,8000,1
"261","height","posterior","mountain",8000,9000,0.82
"261","height","posterior","mountain",9000,10000,0.68
"261","height","posterior","mountain",10000,11000,0.56
"261","height","posterior","mountain",11000,12000,0.54
"261","height","posterior","mountain",12000,13000,0.46
"261","height","posterior","mountain",13000,14000,0.43
"261","height","posterior","mountain",14000,15000,0.39
"261","height","posterior","mountain",15000,16000,0.33
"261","height","posterior","mountain",16000,17000,0.31
"261","height","posterior","mountain",17000,18000,0.28
"261","height","posterior","mountain",18000,19000,0.2
"261","height","posterior","mountain",19000,NA,0.14
"262","price","prior","coffee maker",0,4,0.59
"262","price","prior","coffee maker",4,8,0.74
"262","price","prior","coffee maker",8,12,0.44
"262","price","prior","coffee maker",12,16,0.34
"262","price","prior","coffee maker",16,20,0.33
"262","price","prior","coffee maker",20,24,0.29
"262","price","prior","coffee maker",24,28,0.25
"262","price","prior","coffee maker",28,32,0.2
"262","price","prior","coffee maker",32,36,0.17
"262","price","prior","coffee maker",36,40,0.15
"262","price","prior","coffee maker",40,44,0.58
"262","price","prior","coffee maker",44,48,0.7
"262","price","prior","coffee maker",48,52,0.44
"262","price","prior","coffee maker",52,56,0.4
"262","price","prior","coffee maker",56,60,0.42
"262","price","prior","coffee maker",60,64,0.4
"262","price","prior","coffee maker",64,68,0.35
"262","price","prior","coffee maker",68,72,0.37
"262","price","prior","coffee maker",72,76,0.38
"262","price","prior","coffee maker",76,80,0.38
"262","price","prior","coffee maker",80,84,0.66
"262","price","prior","coffee maker",84,88,0.71
"262","price","prior","coffee maker",88,92,0.57
"262","price","prior","coffee maker",92,96,0.5
"262","price","prior","coffee maker",96,100,0.41
"262","price","prior","coffee maker",100,104,0.34
"262","price","prior","coffee maker",104,108,0.31
"262","price","prior","coffee maker",108,112,0.3
"262","price","prior","coffee maker",112,116,0.33
"262","price","prior","coffee maker",116,120,0.33
"262","price","prior","coffee maker",120,124,0.61
"262","price","prior","coffee maker",124,128,0.45
"262","price","prior","coffee maker",128,132,0.41
"262","price","prior","coffee maker",132,136,0.4
"262","price","prior","coffee maker",136,140,0.4
"262","price","prior","coffee maker",140,144,0.41
"262","price","prior","coffee maker",144,148,0.34
"262","price","prior","coffee maker",148,152,0.34
"262","price","prior","coffee maker",152,156,0.32
"262","price","prior","coffee maker",156,160,0.31
"262","price","prior","coffee maker",160,164,0.38
"262","price","prior","coffee maker",164,168,0.39
"262","price","prior","coffee maker",168,172,0.44
"262","price","prior","coffee maker",172,176,0.39
"262","price","prior","coffee maker",176,180,0.36
"262","price","prior","coffee maker",180,184,0.34
"262","price","prior","coffee maker",184,188,0.28
