"workerid","reward","comments","age","language","qNumber","qtype","dollar_amount","sigs","object","response","rt","level","id","date","phrasing"
"28_00","$0.40","""""","""33""","""English""",33,"concrete",600,0,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"28_00","$0.40","""""","""33""","""English""",34,"concrete",80,2,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"28_00","$0.40","""""","""33""","""English""",35,"inductive",15,1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"28_00","$0.40","""""","""33""","""English""",36,"concrete",100,3,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"28_00","$0.40","""""","""33""","""English""",37,"concrete",1100,2,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"28_00","$0.40","""""","""33""","""English""",38,"concrete",30,0,"headphones",6,NA,NA,"00","2013 August 27 7am","relative"
"28_00","$0.40","""""","""33""","""English""",39,"inductive",11,0.5,"coffee maker",6,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",0,"inductive",100,0.5,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",1,"inductive",2,0.1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",2,"concrete",60,1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",3,"inductive",3,0.1,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",4,"concrete",80,3,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",5,"inductive",2,0.1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",6,"inductive",30,1,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",7,"inductive",16,0.5,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",8,"inductive",30,0.1,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",9,"inductive",0.15,0.01,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",10,"concrete",1100,2,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",11,"concrete",600,0,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",12,"concrete",60,2,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",13,"concrete",80,3,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",14,"concrete",50,1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",15,"concrete",900,1,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",16,"concrete",40,0,"coffee maker",7,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",17,"concrete",100,3,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",18,"inductive",300,1,"laptop",7,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",19,"inductive",8,0.5,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",20,"concrete",60,1,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",21,"concrete",30,0,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",22,"concrete",1400,3,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",23,"concrete",90,2,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",24,"inductive",20,1,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",25,"inductive",15,1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",26,"inductive",15,1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",27,"inductive",0.15,0.01,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",28,"inductive",3,0.01,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",29,"concrete",80,2,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",30,"inductive",8,0.5,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",31,"concrete",30,0,"watch",7,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",32,"concrete",30,0,"sweater",6,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",33,"inductive",2,0.1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",34,"inductive",11,0.5,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",35,"inductive",0.31,0.01,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",36,"concrete",50,1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",37,"concrete",60,2,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",38,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"29_00","$0.40","""I+am+a+cheapskate%2C+so+everything%2C+including+discontinued+items+on+clearance+with+coupon+savings%2C+is+perceived+as+expensive.""","""46""","""English""",39,"concrete",100,3,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",0,"concrete",50,1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",1,"inductive",30,1,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",2,"concrete",90,2,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",3,"inductive",20,1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",4,"concrete",80,3,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",5,"inductive",100,0.5,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",6,"inductive",2,0.1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",7,"concrete",30,0,"sweater",4,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",8,"concrete",30,0,"watch",8,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",9,"inductive",16,0.5,"headphones",8,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",10,"concrete",1100,2,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",11,"concrete",80,3,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",12,"inductive",8,0.5,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",13,"inductive",0.15,0.01,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",14,"inductive",2,0.1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",15,"inductive",11,0.5,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",16,"inductive",0.31,0.01,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",17,"inductive",3,0.01,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",18,"inductive",0.15,0.01,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",19,"concrete",1400,3,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",20,"inductive",15,1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",21,"concrete",50,1,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",22,"concrete",100,3,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",23,"concrete",60,1,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",24,"inductive",8,0.5,"sweater",6,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",25,"inductive",15,1,"sweater",6,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",26,"concrete",40,0,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",27,"concrete",80,2,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",28,"concrete",60,2,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",29,"inductive",2,0.1,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",30,"concrete",60,2,"watch",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",31,"inductive",30,0.1,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",32,"concrete",30,0,"headphones",6,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",33,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",34,"inductive",3,0.1,"headphones",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",35,"concrete",600,0,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",36,"concrete",900,1,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",37,"concrete",60,1,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",38,"inductive",300,1,"laptop",7,NA,NA,"00","2013 August 27 7am","relative"
"3_00","$0.40","""""","""19""","""English""",39,"concrete",100,3,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",0,"concrete",30,0,"sweater",3,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",1,"inductive",3,0.1,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",2,"concrete",30,0,"watch",1,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",3,"concrete",50,1,"sweater",6,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",4,"inductive",11,0.5,"coffee maker",4,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",5,"concrete",90,2,"headphones",7,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",6,"inductive",30,1,"headphones",2,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",7,"concrete",60,1,"headphones",5,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",8,"inductive",300,1,"laptop",3,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",9,"concrete",60,1,"coffee maker",8,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",10,"inductive",0.22,0.01,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",11,"inductive",8,0.5,"watch",8,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",12,"concrete",80,3,"sweater",8,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",13,"inductive",0.15,0.01,"sweater",9,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",14,"concrete",900,1,"laptop",6,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",15,"concrete",60,2,"watch",5,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",16,"inductive",30,0.1,"laptop",8,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",17,"concrete",100,3,"coffee maker",9,NA,NA,"00","2013 August 27 7am","relative"
"4_00","$0.40","""""","""37""","""english""",18,"concrete",1400,3,"laptop",9,NA,NA,"00","2013 August 27 7am","relative"
